x1,T_C,P_mmHg,y1
0.0,60.0,760,0.0
0.02040816326530612,60.0,760,0.04672663288844603
0.04081632653061224,60.0,760,0.09100817010485565
0.061224489795918366,60.0,760,0.1330316375615098
0.08163265306122448,60.0,760,0.17296546120432404
0.1020408163265306,60.0,760,0.21096172315682515
0.12244897959183673,60.0,760,0.2471580972426278
0.14285714285714285,60.0,760,0.2816795158140875
0.16326530612244897,60.0,760,0.3146396104205336
0.18367346938775508,60.0,760,0.3461419613248912
0.2040816326530612,60.0,760,0.3762811848180903
0.22448979591836732,60.0,760,0.4051438823761277
0.24489795918367346,60.0,760,0.432809471715516
0.26530612244897955,60.0,760,0.45935091654312676
0.2857142857142857,60.0,760,0.4848353691208876
0.3061224489795918,60.0,760,0.5093247375603566
0.32653061224489793,60.0,760,0.5328761879368719
0.3469387755102041,60.0,760,0.5555425897963098
0.36734693877551017,60.0,760,0.5773729123625794
0.3877551020408163,60.0,760,0.5984125776952277
0.4081632653061224,60.0,760,0.6187037761572678
0.42857142857142855,60.0,760,0.6382857488039463
0.44897959183673464,60.0,760,0.6571950406696166
0.4693877551020408,60.0,760,0.6754657283926188
0.4897959183673469,60.0,760,0.6931296251610906
0.5102040816326531,60.0,760,0.7102164655728477
0.5306122448979591,60.0,760,0.7267540726690509
0.5510204081632653,60.0,760,0.7427685091154411
0.5714285714285714,60.0,760,0.7582842142590382
0.5918367346938775,60.0,760,0.7733241285762659
0.6122448979591836,60.0,760,0.7879098068453131
0.6326530612244897,60.0,760,0.802061521216935
0.6530612244897959,60.0,760,0.8157983552201893
0.673469387755102,60.0,760,0.8291382896198269
0.6938775510204082,60.0,760,0.8420982809376044
0.7142857142857142,60.0,760,0.8546943333585567
0.7346938775510203,60.0,760,0.8669415646633919
0.7551020408163265,60.0,760,0.8788542667581177
0.7755102040816326,60.0,760,0.8904459613104557
0.7959183673469387,60.0,760,0.9017294509484008
0.8163265306122448,60.0,760,0.9127168664284923
0.836734693877551,60.0,760,0.9234197101391405
0.8571428571428571,60.0,760,0.9338488962669861
0.8775510204081632,60.0,760,0.9440147879211465
0.8979591836734693,60.0,760,0.9539272314808059
0.9183673469387754,60.0,760,0.9635955884054518
0.9387755102040816,60.0,760,0.9730287647237812
0.9591836734693877,60.0,760,0.9822352383965323
0.9795918367346939,60.0,760,0.9912230847299488
1.0,60.0,760,1.0
0.0,60.816326530612244,760,0.0
0.02040816326530612,60.816326530612244,760,0.04667602099091166
0.04081632653061224,60.816326530612244,760,0.09091416901536649
0.061224489795918366,60.816326530612244,760,0.13290057717319415
0.08163265306122448,60.816326530612244,760,0.17280290033675444
0.1020408163265306,60.816326530612244,760,0.21077255263543906
0.12244897959183673,60.816326530612244,760,0.24694662750956128
0.14285714285714285,60.816326530612244,760,0.28144955165935137
0.16326530612244897,60.816326530612244,760,0.31439451494443815
0.18367346938775508,60.816326530612244,760,0.3458847108609507
0.2040816326530612,60.816326530612244,760,0.37601441623930676
0.22448979591836732,60.816326530612244,760,0.4048699339604834
0.24489795918367346,60.816326530612244,760,0.43253041854628144
0.26530612244897955,60.816326530612244,760,0.4590686012566098
0.2857142857142857,60.816326530612244,760,0.4845514286810082
0.3061224489795918,60.816326530612244,760,0.5090406266300549
0.32653061224489793,60.816326530612244,760,0.5325931993262174
0.3469387755102041,60.816326530612244,760,0.5552618723926115
0.36734693877551017,60.816326530612244,760,0.5770954868858873
0.3877551020408163,60.816326530612244,760,0.5981393505710387
0.4081632653061224,60.816326530612244,760,0.6184355517551311
0.42857142857142855,60.816326530612244,760,0.6380232402545083
0.44897959183673464,60.816326530612244,760,0.6569388794422278
0.4693877551020408,60.816326530612244,760,0.6752164727899657
0.4897959183673469,60.816326530612244,760,0.6928877678655999
0.5102040816326531,60.816326530612244,760,0.7099824403611873
0.5306122448979591,60.816326530612244,760,0.7265282603953803
0.5510204081632653,60.816326530612244,760,0.7425512430506938
0.5714285714285714,60.816326530612244,760,0.7580757848620894
0.5918367346938775,60.816326530612244,760,0.7731247877630395
0.6122448979591836,60.816326530612244,760,0.7877197718134696
0.6326530612244897,60.816326530612244,760,0.8018809778765279
0.6530612244897959,60.816326530612244,760,0.8156274612744312
0.673469387755102,60.816326530612244,760,0.828977177334693
0.6938775510204082,60.816326530612244,760,0.8419470596343207
0.7142857142857142,60.816326530612244,760,0.8545530916589467
0.7346938775510203,60.816326530612244,760,0.866810372514521
0.7551020408163265,60.816326530612244,760,0.8787331772595905
0.7755102040816326,60.816326530612244,760,0.8903350123650258
0.7959183673469387,60.816326530612244,760,0.9016286667542005
0.8163265306122448,60.816326530612244,760,0.9126262588291285
0.836734693877551,60.816326530612244,760,0.923339279846089
0.8571428571428571,60.816326530612244,760,0.9337786339671262
0.8775510204081632,60.816326530612244,760,0.9439546752808826
0.8979591836734693,60.816326530612244,760,0.9538772420569799
0.9183673469387754,60.816326530612244,760,0.9635556884721669
0.9387755102040816,60.816326530612244,760,0.9729989140232891
0.9591836734693877,60.816326530612244,760,0.982215390821486
0.9795918367346939,60.816326530612244,760,0.9912131889435646
1.0,60.816326530612244,760,1.0
0.0,61.63265306122449,760,0.0
0.02040816326530612,61.63265306122449,760,0.04662564461221415
0.04081632653061224,61.63265306122449,760,0.0908205959589497
0.061224489795918366,61.63265306122449,760,0.13277010113470952
0.08163265306122448,61.63265306122449,760,0.1726410496115347
0.1020408163265306,61.63265306122449,760,0.2105841922689477
0.12244897959183673,61.63265306122449,760,0.24673604614390973
0.14285714285714285,61.63265306122449,760,0.28122053563311145
0.16326530612244897,61.63265306122449,760,0.3141504117315555
0.18367346938775508,61.63265306122449,760,0.34562848355801473
0.2040816326530612,61.63265306122449,760,0.3757486905081022
0.22448979591836732,61.63265306122449,760,0.40459703858881296
0.24489795918367346,61.63265306122449,760,0.432252420592306
0.26530612244897955,61.63265306122449,760,0.4587873365809331
0.2857142857142857,61.63265306122449,760,0.4842685285390521
0.3061224489795918,61.63265306122449,760,0.5087575408891494
0.32653061224489793,61.63265306122449,760,0.5323112167826904
0.3469387755102041,61.63265306122449,760,0.5549821385904083
0.36734693877551017,61.63265306122449,760,0.5768190197769973
0.3877551020408163,61.63265306122449,760,0.5978670543069605
0.4081632653061224,61.63265306122449,760,0.6181682288559279
0.42857142857142855,61.63265306122449,760,0.637761602366206
0.44897959183673464,61.63265306122449,760,0.6566835568631839
0.4693877551020408,61.63265306122449,760,0.6749680229214176
0.4897959183673469,61.63265306122449,760,0.6926466827200876
0.5102040816326531,61.63265306122449,760,0.7097491532442889
0.5306122448979591,61.63265306122449,760,0.7263031518606607
0.5510204081632653,61.63265306122449,760,0.7423346462145153
0.5714285714285714,61.63265306122449,760,0.7578679901535988
0.5918367346938775,61.63265306122449,760,0.7729260471749286
0.6122448979591836,61.63265306122449,760,0.7875303027107565
0.6326530612244897,61.63265306122449,760,0.8017009664134175
0.6530612244897959,61.63265306122449,760,0.8154570654631077
0.673469387755102,61.63265306122449,760,0.8288165298045297
0.6938775510204082,61.63265306122449,760,0.8417962701153412
0.7142857142857142,61.63265306122449,760,0.8544122492193342
0.7346938775510203,61.63265306122449,760,0.8666795475784573
0.7551020408163265,61.63265306122449,760,0.8786124234286445
0.7755102040816326,61.63265306122449,760,0.890224368063637
0.7959183673469387,61.63265306122449,760,0.9015281567174648
0.8163265306122448,61.63265306122449,760,0.9125358954490422
0.836734693877551,61.63265306122449,760,0.92325906439061
0.8571428571428571,61.63265306122449,760,0.9337085576848307
0.8775510204081632,61.63265306122449,760,0.9438947204026013
